user_id,signup_date,country,device_type,age_group,acquisition_channel
U034717,2026-01-07,UK,Desktop,25-34,Organic
U034718,2026-03-23,Australia,Mobile,18-24,Organic
U034719,2026-01-16,India,Tablet,25-34,Organic
U034720,2026-02-18,India,Mobile,25-34,Email
U034721,2026-02-01,Germany,Mobile,18-24,Paid Search
U034722,2026-03-30,Canada,Desktop,35-44,Organic
U034723,2026-02-13,USA,Mobile,45-54,Referral
U034724,2026-01-19,India,Mobile,25-34,Paid Search
U034725,2026-01-03,Germany,Mobile,35-44,Organic
U034726,2026-03-01,Canada,Mobile,18-24,Referral
U034727,2026-02-04,UK,Mobile,25-34,Organic
U034728,2026-01-29,Canada,Mobile,25-34,Organic
U034729,2026-03-16,UK,Mobile,18-24,Paid Search
U034730,2026-03-11,UK,Desktop,45-54,Social
U034731,2026-03-24,Germany,Mobile,35-44,Paid Search
U034732,2026-02-14,USA,Desktop,25-34,Paid Search
U034733,2026-01-27,USA,Tablet,55+,Organic
U034734,2026-03-10,Canada,Mobile,18-24,Referral
U034735,2026-03-31,India,Mobile,25-34,Paid Search
U034736,2026-02-04,UK,Mobile,45-54,Referral
U034737,2026-01-19,India,Mobile,35-44,Paid Search
U034738,2026-01-17,India,Mobile,18-24,Organic
U034739,2026-02-04,India,Mobile,55+,Email
U034740,2026-03-18,India,Desktop,35-44,Email
U034741,2026-03-19,USA,Mobile,25-34,Organic
U034742,2026-01-30,India,Mobile,18-24,Referral
U034743,2026-02-17,USA,Mobile,25-34,Organic
U034744,2026-02-26,Canada,Mobile,25-34,Referral
U034745,2026-01-17,UK,Mobile,18-24,Organic
U034746,2026-01-15,Canada,Mobile,45-54,Organic
U034747,2026-03-23,USA,Desktop,45-54,Paid Search
U034748,2026-01-14,Canada,Mobile,35-44,Social
U034749,2026-01-14,Canada,Desktop,25-34,Organic
U034750,2026-02-14,India,Tablet,25-34,Email
U034751,2026-02-07,Australia,Desktop,25-34,Paid Search
U034752,2026-03-04,Germany,Desktop,35-44,Referral
U034753,2026-03-16,Canada,Mobile,18-24,Paid Search
U034754,2026-01-11,Germany,Mobile,25-34,Paid Search
U034755,2026-02-17,India,Desktop,25-34,Organic
U034756,2026-01-26,India,Mobile,25-34,Organic
U034757,2026-03-08,Germany,Mobile,35-44,Social
U034758,2026-01-25,India,Mobile,35-44,Paid Search
U034759,2026-03-22,USA,,45-54,Organic
U034760,2026-03-02,India,Mobile,35-44,Paid Search
U034761,2026-03-27,USA,Desktop,25-34,Paid Search
U034762,2026-01-26,USA,Mobile,18-24,Paid Search
U034763,2026-02-03,India,Mobile,55+,Referral
U034764,2026-03-31,USA,Mobile,25-34,Paid Search
U034765,2026-01-09,India,Mobile,18-24,Paid Search
U034766,2026-02-09,USA,Tablet,45-54,Email
U034767,2026-03-16,Canada,Mobile,25-34,Email
U034768,2026-01-07,UK,Desktop,18-24,Referral
U034769,2026-01-30,UK,Desktop,45-54,Organic
U034770,2026-03-07,USA,Mobile,35-44,Paid Search
U034771,2026-01-30,India,Mobile,25-34,Social
U034772,2026-03-09,USA,Tablet,18-24,Social
U034773,2026-02-27,USA,Mobile,25-34,Social
U034774,2026-02-24,India,Mobile,25-34,Organic
U034775,2026-01-14,UK,Mobile,35-44,Email
U034776,2026-03-18,,Mobile,55+,Referral
U034777,2026-03-30,India,Mobile,18-24,Organic
U034778,2026-03-18,India,Mobile,25-34,Organic
U034779,2026-03-18,India,Mobile,45-54,Organic
U034780,2026-02-06,Australia,Tablet,25-34,Social
U034781,2026-02-13,Germany,Desktop,35-44,Organic
U034782,2026-01-06,Canada,Mobile,25-34,Social
U034783,2026-01-26,USA,Mobile,25-34,Social
U034784,2026-01-14,Germany,Mobile,25-34,Social
U034785,2026-01-08,USA,Mobile,25-34,Social
U034786,2026-01-24,India,Mobile,35-44,Paid Search
U034787,2026-03-27,USA,Mobile,55+,Organic
U034788,2026-02-08,India,Mobile,18-24,Social
U034789,2026-02-18,UK,Desktop,45-54,Organic
U034790,2026-03-26,India,Desktop,18-24,Email
U034791,2026-03-04,USA,Mobile,45-54,Social
U034792,2026-01-26,Germany,Desktop,18-24,Social
U034793,2026-01-10,Germany,Mobile,45-54,Social
U034794,2026-03-18,USA,Mobile,18-24,Referral
U034795,2026-02-27,India,Mobile,45-54,Referral
U034796,2026-01-14,USA,Desktop,18-24,Paid Search
U034797,2026-03-14,Australia,Mobile,18-24,Referral
U034798,2026-03-12,India,Mobile,18-24,Social
U034799,2026-02-08,India,Mobile,18-24,Organic
U034800,2026-01-31,Canada,Tablet,25-34,Organic
U034801,2026-02-19,USA,Tablet,35-44,Social
U034802,2026-01-16,Australia,Mobile,25-34,Referral
U034803,2026-03-13,UK,Mobile,18-24,Email
U034804,2026-02-20,India,Mobile,25-34,Social
U034805,2026-01-15,Canada,Tablet,35-44,Paid Search
U034806,2026-03-30,India,Mobile,45-54,Organic
U034807,2026-02-07,India,Mobile,25-34,Paid Search
U034808,2026-03-20,USA,Mobile,25-34,Paid Search
U034809,2026-03-30,USA,Mobile,45-54,Email
U034810,2026-03-12,India,Mobile,55+,Paid Search
U034811,2026-03-31,USA,Desktop,25-34,Organic
U034812,2026-03-13,Canada,Mobile,25-34,Paid Search
U034813,2026-03-23,USA,Mobile,35-44,Paid Search
U034814,2026-01-21,Canada,Mobile,25-34,Social
U034815,2026-01-16,USA,Mobile,55+,Paid Search
U034816,2026-03-08,USA,Mobile,35-44,Organic
U034817,2026-03-06,USA,Mobile,25-34,Paid Search
U034818,2026-01-13,India,Mobile,18-24,Paid Search
U034819,2026-03-05,USA,Mobile,18-24,Social
U034820,2026-03-02,USA,Mobile,18-24,Organic
U034821,2026-02-01,Australia,Mobile,25-34,Email
U034822,2026-01-12,USA,Mobile,25-34,Email
U034823,2026-02-10,India,Mobile,25-34,Organic
U034824,2026-03-07,Canada,Mobile,25-34,Paid Search
U034825,2026-01-08,USA,Mobile,25-34,Social
U034826,2026-02-28,USA,Mobile,25-34,Paid Search
U034827,2026-01-25,UK,Mobile,18-24,Paid Search
U034828,2026-01-05,India,Mobile,45-54,Email
U034829,2026-02-14,Canada,Mobile,45-54,Paid Search
U034830,2026-01-02,UK,Mobile,25-34,Organic
U034831,2026-02-11,India,Mobile,45-54,Paid Search
U034832,2026-02-07,Australia,Desktop,25-34,Paid Search
U034833,2026-01-03,India,Mobile,35-44,Paid Search
U034834,2026-02-15,UK,Mobile,18-24,Organic
U034835,2026-01-22,USA,Mobile,25-34,Paid Search
U034836,2026-02-02,Canada,Desktop,25-34,Organic
U034837,2026-02-01,India,Mobile,18-24,Paid Search
U034838,2026-01-17,India,Mobile,25-34,Paid Search
U034839,2026-03-23,USA,Mobile,25-34,Social
U034840,2026-02-25,UK,Desktop,35-44,Social
U034841,2026-01-03,UK,Mobile,25-34,Social
U034842,2026-03-11,Germany,Mobile,45-54,Email
U034843,2026-02-18,USA,Mobile,55+,Referral
U034844,2026-02-24,India,Mobile,25-34,Social
U034845,2026-03-18,USA,Desktop,25-34,Organic
U034846,2026-01-31,India,Mobile,35-44,Referral
U034847,2026-03-22,India,Mobile,35-44,Paid Search
U034848,2026-01-21,USA,Mobile,45-54,Paid Search
U034849,2026-01-16,Germany,Desktop,25-34,Organic
U034850,2026-01-17,India,Mobile,25-34,Organic
U034851,2026-01-01,Canada,Mobile,18-24,Social
U034852,2026-03-13,USA,Mobile,35-44,Paid Search
U034853,2026-03-06,India,Mobile,18-24,Organic
U034854,2026-03-07,India,Desktop,25-34,Referral
U034855,2026-02-06,UK,Desktop,25-34,Paid Search
U034856,2026-01-24,India,Desktop,25-34,Social
U034857,2026-03-25,Australia,Mobile,35-44,Paid Search
U034858,2026-03-03,USA,Mobile,35-44,Referral
U034859,2026-01-21,India,Desktop,35-44,Referral
U034860,2026-02-06,Canada,Desktop,18-24,Email
U034861,2026-02-04,India,Mobile,25-34,Organic
U034862,2026-02-07,Germany,Mobile,25-34,Social
U034863,2026-02-22,India,Mobile,45-54,Social
U034864,2026-01-15,Canada,Mobile,25-34,Organic
U034865,2026-02-11,USA,Mobile,35-44,Referral
U034866,2026-01-04,Canada,Desktop,45-54,Organic
U034867,2026-02-08,India,Mobile,55+,Email
U034868,2026-03-20,India,Mobile,18-24,Paid Search
U034869,2026-01-23,India,Mobile,25-34,Paid Search
U034870,2026-01-15,India,Desktop,25-34,Organic
U034871,2026-03-31,India,Desktop,25-34,Organic
U034872,2026-01-12,Australia,Mobile,25-34,Social
U034873,2026-03-23,Canada,Desktop,55+,Email
U034874,2026-03-11,India,Mobile,18-24,Social
U034875,2026-03-23,USA,Mobile,35-44,Paid Search
U034876,2026-02-23,Canada,Mobile,18-24,Organic
U034877,2026-03-29,Australia,Mobile,25-34,Paid Search
U034878,2026-02-07,USA,Mobile,35-44,Paid Search
U034879,2026-01-28,Canada,Mobile,45-54,Social
U034880,2026-03-20,USA,Mobile,18-24,Email
U034881,2026-01-19,Germany,Mobile,45-54,Organic
U034882,2026-03-10,UK,Desktop,25-34,Referral
U034883,2026-03-05,Canada,Desktop,25-34,Email
U034884,2026-01-04,Australia,Mobile,25-34,Referral
U034885,2026-03-22,India,Mobile,55+,Referral
U034886,2026-01-10,USA,Desktop,25-34,Organic
U034887,2026-01-12,USA,Mobile,45-54,Email
U034888,2026-03-10,India,Mobile,25-34,Social
U034889,2026-01-07,USA,Mobile,35-44,Social
U034890,2026-02-13,UK,Mobile,35-44,Social
U034891,2026-01-23,India,Mobile,25-34,Email
U034892,2026-01-02,USA,Mobile,25-34,Email
U034893,2026-02-06,India,Mobile,18-24,Paid Search
U034894,2026-03-10,India,Mobile,25-34,Referral
U034895,2026-01-20,USA,Mobile,35-44,Social
U034896,2026-03-31,Canada,Desktop,35-44,Referral
U034897,2026-02-13,USA,Desktop,25-34,Organic
U034898,2026-03-11,UK,Desktop,25-34,Paid Search
U034899,2026-03-15,USA,Desktop,25-34,Social
U034900,2026-02-20,USA,Desktop,18-24,Paid Search
U034901,2026-03-21,USA,Desktop,35-44,Organic
U034902,2026-01-31,USA,Mobile,25-34,Email
U034903,2026-02-10,India,Desktop,55+,Organic
U034904,2026-02-27,Australia,Mobile,25-34,Referral
U034905,2026-01-05,Germany,Desktop,35-44,Referral
U034906,2026-02-02,USA,Desktop,25-34,Paid Search
U034907,2026-02-12,USA,Desktop,18-24,Email
U034908,2026-01-19,Canada,Desktop,25-34,Paid Search
U034909,2026-02-01,India,Mobile,25-34,Organic
U034910,2026-03-28,India,Desktop,18-24,Referral
U034911,2026-01-03,India,Mobile,18-24,Organic
U034912,2026-01-01,India,Mobile,25-34,Organic
U034913,2026-02-10,India,Mobile,35-44,Social
U034914,2026-02-17,Germany,Mobile,25-34,Organic
U034915,2026-02-08,India,Mobile,45-54,Social
U034916,2026-01-05,USA,Mobile,35-44,Social
U034917,2026-03-18,USA,Tablet,25-34,Social
U034918,2026-01-11,India,Mobile,35-44,Email
U034919,2026-01-22,UK,Mobile,18-24,Email
U034920,2026-03-28,India,Desktop,25-34,Social
U034921,2026-03-05,USA,Desktop,35-44,Paid Search
U034922,2026-01-12,USA,Mobile,25-34,Paid Search
U034923,2026-02-22,Germany,Mobile,35-44,Paid Search
U034924,2026-02-24,Germany,Desktop,45-54,Paid Search
U034925,2026-02-22,USA,Mobile,45-54,Organic
U034926,2026-01-21,India,Mobile,25-34,Paid Search
U034927,2026-01-19,Canada,Mobile,18-24,Organic
U034928,2026-03-10,India,Mobile,55+,Referral
U034929,2026-03-29,USA,Mobile,25-34,Organic
U034930,2026-03-13,USA,Mobile,35-44,Email
U034931,2026-03-07,Germany,Mobile,25-34,Paid Search
U034932,2026-02-28,USA,Mobile,18-24,Paid Search
U034933,2026-02-18,USA,Desktop,55+,Social
U034934,2026-02-28,India,Tablet,25-34,Social
U034935,2026-01-23,UK,Mobile,45-54,Organic
U034936,2026-01-03,India,Mobile,35-44,Organic
U034937,2026-02-25,UK,Mobile,35-44,Referral
U034938,2026-02-27,India,Mobile,45-54,Social
U034939,2026-03-29,Germany,Mobile,25-34,Referral
U034940,2026-03-03,India,Desktop,25-34,Organic
U034941,2026-01-18,Germany,Mobile,35-44,Paid Search
U034942,2026-03-02,USA,Mobile,25-34,Social
U034943,2026-02-06,Germany,Desktop,25-34,Paid Search
U034944,2026-02-23,USA,Desktop,18-24,Email
U034945,2026-03-19,India,Mobile,18-24,Social
U034946,2026-03-06,India,Mobile,35-44,Referral
U034947,2026-01-14,USA,Mobile,18-24,Paid Search
U034948,2026-01-05,Germany,Tablet,25-34,Organic
U034949,2026-03-03,Canada,Desktop,25-34,Paid Search
U034950,2026-01-01,UK,Mobile,18-24,Social
U034951,2026-03-04,USA,Mobile,25-34,Organic
U034952,2026-03-08,USA,Mobile,25-34,Organic
U034953,2026-01-20,UK,Mobile,45-54,Organic
U034954,2026-02-12,Canada,Desktop,35-44,Referral
U034955,2026-03-26,USA,Desktop,18-24,Referral
U034956,2026-02-11,Canada,Mobile,18-24,Social
U034957,2026-03-10,USA,Mobile,18-24,Referral
U034958,2026-03-15,USA,Mobile,18-24,Organic
U034959,2026-03-29,UK,Mobile,35-44,Referral
U034960,2026-02-08,Canada,Mobile,18-24,Paid Search
U034961,2026-03-03,USA,Mobile,18-24,Email
U034962,2026-02-17,Germany,Mobile,25-34,Social
U034963,2026-01-06,Australia,Mobile,45-54,Organic
U034964,2026-03-15,Canada,Mobile,35-44,Email
U034965,2026-02-11,USA,Mobile,25-34,Paid Search
U034966,2026-02-27,UK,Desktop,25-34,Paid Search
U034967,2026-02-12,USA,Desktop,25-34,Social
U034968,2026-01-10,India,Desktop,55+,Social
U034969,2026-03-30,UK,Mobile,45-54,Paid Search
U034970,2026-03-19,Germany,Mobile,35-44,Organic
U034971,2026-02-08,USA,Desktop,25-34,Organic
U034972,2026-01-13,India,Desktop,45-54,Referral
U034973,2026-03-16,USA,Mobile,25-34,Referral
U034974,2026-02-08,India,Tablet,25-34,Paid Search
U034975,2026-01-11,Canada,Mobile,45-54,Paid Search
U034976,2026-01-16,UK,Mobile,18-24,Referral
U034977,2026-02-02,UK,Desktop,25-34,Organic
U034978,2026-03-01,USA,Mobile,18-24,Social
U034979,2026-02-28,USA,Mobile,18-24,Organic
U034980,2026-03-15,India,Tablet,25-34,Paid Search
U034981,2026-02-20,Germany,Mobile,18-24,Paid Search
U034982,2026-01-15,USA,Mobile,55+,Paid Search
U034983,2026-03-21,USA,Mobile,35-44,Referral
U034984,2026-02-12,USA,Desktop,45-54,Social
U034985,2026-01-27,UK,Mobile,18-24,Social
U034986,2026-02-25,Germany,Mobile,35-44,Paid Search
U034987,2026-03-01,USA,Tablet,55+,Referral
U034988,2026-03-11,USA,Mobile,35-44,Social
U034989,2026-02-16,UK,Mobile,18-24,Organic
U034990,2026-01-08,India,Desktop,25-34,Organic
U034991,2026-03-04,Germany,Tablet,25-34,Organic
U034992,2026-03-30,India,Mobile,18-24,Organic
U034993,2026-01-07,USA,Desktop,55+,Referral
U034994,2026-03-22,USA,Mobile,45-54,Organic
U034995,2026-01-02,Australia,Mobile,45-54,Paid Search
U034996,2026-01-17,Germany,Mobile,25-34,Referral
U034997,2026-01-04,India,Mobile,45-54,Referral
U034998,2026-01-26,India,Mobile,35-44,Social
U034999,2026-03-19,Australia,Mobile,25-34,Organic
U035000,2026-03-13,USA,Desktop,25-34,Organic
U035001,2026-03-10,UK,Mobile,45-54,Email
U035002,2026-01-05,USA,Desktop,35-44,Referral
U035003,2026-01-05,USA,Mobile,25-34,Referral
U035004,2026-03-10,India,Mobile,45-54,Paid Search
U035005,2026-01-03,USA,Mobile,25-34,Paid Search
U035006,2026-02-07,USA,Desktop,25-34,Organic
U035007,2026-01-01,UK,Desktop,25-34,Organic
U035008,2026-01-08,UK,Mobile,25-34,Paid Search
U035009,2026-01-13,India,Mobile,25-34,Referral
U035010,2026-03-25,India,Desktop,25-34,Organic
U035011,2026-03-11,India,Mobile,55+,Paid Search
U035012,2026-02-19,USA,Mobile,45-54,Organic
U035013,2026-01-08,India,Desktop,18-24,Social
U035014,2026-01-30,India,Mobile,25-34,Email
U035015,2026-02-09,UK,Desktop,35-44,Social
U035016,2026-03-20,UK,Desktop,45-54,Paid Search
U035017,2026-03-15,UK,Mobile,25-34,Social
U035018,2026-02-02,India,Desktop,25-34,Paid Search
U035019,2026-03-14,UK,Tablet,25-34,Referral
U035020,2026-02-21,USA,Mobile,18-24,Paid Search
U035021,2026-02-02,India,Mobile,18-24,Paid Search
U035022,2026-03-14,Germany,Mobile,45-54,Social
U035023,2026-03-19,UK,Mobile,55+,Organic
U035024,2026-02-06,India,Mobile,25-34,Organic
U035025,2026-03-11,India,Desktop,45-54,Social
U035026,2026-03-10,Australia,Mobile,25-34,Social
U035027,2026-01-04,India,Mobile,25-34,Organic
U035028,2026-03-01,India,Tablet,35-44,Paid Search
U035029,2026-03-21,Australia,Desktop,45-54,Organic
U035030,2026-03-15,UK,Desktop,45-54,Referral
U035031,2026-01-31,USA,Mobile,25-34,Paid Search
U035032,2026-01-14,USA,Desktop,25-34,Paid Search
U035033,2026-03-18,UK,Mobile,25-34,Organic
U035034,2026-03-01,Germany,Mobile,35-44,Organic
U035035,2026-03-09,Australia,Mobile,25-34,Paid Search
U035036,2026-01-26,India,Mobile,25-34,Organic
U035037,2026-01-24,UK,Mobile,45-54,Paid Search
U035038,2026-02-25,UK,Mobile,18-24,Organic
U035039,2026-01-09,Australia,Mobile,55+,Organic
U035040,2026-02-04,Germany,Desktop,25-34,Organic
U035041,2026-03-20,India,Mobile,25-34,Paid Search
U035042,2026-01-24,India,Mobile,45-54,Referral
U035043,2026-01-31,India,Mobile,25-34,Organic
U035044,2026-03-24,UK,Mobile,55+,Email
U035045,2026-03-07,Germany,Mobile,18-24,Email
U035046,2026-03-07,USA,Mobile,25-34,Paid Search
U035047,2026-02-10,USA,Mobile,35-44,Referral
U035048,2026-02-05,Australia,Mobile,35-44,Referral
U035049,2026-02-03,Germany,Mobile,25-34,Referral
U035050,2026-02-08,Germany,Mobile,25-34,Paid Search
U035051,2026-03-24,UK,Mobile,35-44,Social
U035052,2026-01-23,Germany,Mobile,18-24,Organic
U035053,2026-03-21,Canada,Mobile,25-34,Paid Search
U035054,2026-02-13,UK,Mobile,18-24,Organic
U035055,2026-03-11,India,Desktop,45-54,Organic
U035056,2026-02-27,India,Desktop,25-34,Social
U035057,2026-02-28,USA,Mobile,25-34,Organic
U035058,2026-01-26,UK,Mobile,35-44,Paid Search
U035059,2026-01-22,India,Mobile,18-24,Organic
U035060,2026-03-29,Canada,Tablet,35-44,Referral
U035061,2026-02-09,Australia,Mobile,25-34,Organic
U035062,2026-03-26,Australia,Mobile,55+,Email
U035063,2026-01-11,USA,Mobile,25-34,Paid Search
U035064,2026-01-09,India,Mobile,25-34,Social
U035065,2026-01-12,Australia,Mobile,25-34,Social
U035066,2026-01-26,Canada,Mobile,25-34,Social
U035067,2026-02-07,India,Mobile,25-34,Paid Search
U035068,2026-01-03,USA,Mobile,35-44,Paid Search
U035069,2026-01-15,Australia,Mobile,35-44,Paid Search
U035070,2026-02-16,USA,Desktop,35-44,Organic
U035071,2026-01-05,India,Mobile,35-44,Organic
U035072,2026-02-23,India,Mobile,55+,Email
U035073,2026-01-24,India,Desktop,25-34,Paid Search
U035074,2026-01-11,UK,Mobile,35-44,Organic
U035075,2026-02-02,India,Mobile,35-44,Paid Search
U035076,2026-03-28,India,Mobile,35-44,Social
U035077,2026-03-15,India,Mobile,25-34,Organic
U035078,2026-02-26,USA,Mobile,18-24,Organic
U035079,2026-02-21,USA,Mobile,25-34,Social
U035080,2026-03-05,Canada,Mobile,45-54,Email
U035081,2026-02-12,USA,Mobile,18-24,Referral
U035082,2026-03-22,Canada,Mobile,18-24,Organic
U035083,2026-02-13,India,Mobile,45-54,Email
U035084,2026-03-31,USA,Mobile,35-44,Social
U035085,2026-03-30,USA,Mobile,25-34,Email
U035086,2026-02-05,India,Desktop,25-34,Paid Search
U035087,2026-01-12,Germany,Mobile,45-54,Organic
U035088,2026-02-25,Germany,Mobile,35-44,Organic
U035089,2026-01-03,UK,Tablet,25-34,Email
U035090,2026-02-19,India,Mobile,18-24,Referral
U035091,2026-01-29,India,Desktop,45-54,Paid Search
U035092,2026-03-29,Australia,Tablet,35-44,Organic
U035093,2026-03-24,India,Mobile,18-24,Referral
U035094,2026-03-18,USA,Mobile,18-24,Paid Search
U035095,2026-01-16,USA,Mobile,45-54,Paid Search
U035096,2026-02-09,India,Desktop,35-44,Social
U035097,2026-01-27,Canada,Desktop,35-44,Referral
U035098,2026-03-11,USA,Desktop,45-54,Paid Search
U035099,2026-02-11,Australia,Mobile,18-24,Paid Search
U035100,2026-02-26,India,Mobile,35-44,Organic
U035101,2026-01-10,India,Desktop,18-24,Referral
U035102,2026-02-07,USA,Desktop,35-44,Paid Search
U035103,2026-01-08,USA,Mobile,25-34,Paid Search
U035104,2026-01-18,Germany,Mobile,55+,Organic
U035105,2026-01-17,USA,Tablet,45-54,Paid Search
U035106,2026-02-27,USA,Mobile,25-34,Organic
U035107,2026-03-07,India,Tablet,25-34,Referral
U035108,2026-02-13,USA,Mobile,55+,Organic
U035109,2026-03-25,USA,Mobile,18-24,Paid Search
U035110,2026-03-15,USA,Desktop,25-34,Social
U035111,2026-01-09,Germany,Mobile,25-34,Referral
U035112,2026-02-17,USA,Desktop,45-54,Social
U035113,2026-02-08,India,Mobile,35-44,Organic
U035114,2026-03-30,India,Mobile,45-54,Social
U035115,2026-03-30,Germany,Mobile,25-34,Referral
U035116,2026-03-29,Germany,Tablet,35-44,Referral
U035117,2026-01-06,USA,Mobile,18-24,Paid Search
U035118,2026-01-30,Canada,Desktop,25-34,Organic
U035119,2026-03-15,USA,Mobile,45-54,Referral
U035120,2026-01-18,Australia,Mobile,35-44,Organic
U035121,2026-02-12,India,Mobile,45-54,Referral
U035122,2026-02-02,India,Desktop,25-34,Organic
U035123,2026-02-22,India,Mobile,18-24,Email
U035124,2026-02-25,Australia,Mobile,18-24,Paid Search
U035125,2026-01-19,USA,Mobile,25-34,Organic
U035126,2026-03-28,Germany,Mobile,25-34,Social
U035127,2026-03-10,USA,Mobile,35-44,Organic
U035128,2026-01-26,Germany,Desktop,18-24,Paid Search
U035129,2026-01-29,USA,Mobile,25-34,Organic
U035130,2026-01-24,Canada,Mobile,35-44,Paid Search
U035131,2026-01-06,India,Mobile,25-34,Referral
U035132,2026-02-23,USA,Tablet,35-44,Paid Search
U035133,2026-02-08,India,Mobile,25-34,Social
U035134,2026-01-04,UK,Mobile,35-44,Organic
U035135,2026-02-27,India,Desktop,25-34,Organic
U035136,2026-02-17,USA,Desktop,25-34,Paid Search
U035137,2026-03-01,UK,Mobile,25-34,Organic
U035138,2026-01-26,India,Mobile,45-54,Social
U035139,2026-03-20,India,Desktop,18-24,Social
U035140,2026-03-18,USA,Mobile,25-34,Organic
U035141,2026-02-09,UK,Mobile,18-24,Social
U035142,2026-03-27,India,Mobile,45-54,Paid Search
U035143,2026-03-18,USA,Desktop,35-44,Paid Search
U035144,2026-02-25,India,Desktop,35-44,Paid Search
U035145,2026-02-08,UK,Mobile,35-44,Paid Search
U035146,2026-03-22,Canada,Desktop,35-44,Referral
U035147,2026-02-08,Australia,Mobile,25-34,Organic
U035148,2026-02-17,USA,Desktop,18-24,Paid Search
U035149,2026-01-25,USA,Tablet,18-24,Organic
U035150,2026-02-03,India,Tablet,25-34,Social
U035151,2026-01-21,UK,Desktop,25-34,Organic
U035152,2026-01-25,USA,Mobile,45-54,Paid Search
U035153,2026-03-30,USA,Mobile,18-24,Paid Search
U035154,2026-01-22,UK,Mobile,25-34,Paid Search
U035155,2026-01-23,Germany,Mobile,45-54,Organic
U035156,2026-01-25,India,Desktop,25-34,Referral
U035157,2026-03-19,Germany,Tablet,25-34,Email
U035158,2026-03-19,USA,Desktop,25-34,Paid Search
U035159,2026-01-26,Australia,Desktop,25-34,Social
U035160,2026-01-30,Germany,Tablet,25-34,Referral
U035161,2026-03-31,Germany,Mobile,45-54,Organic
U035162,2026-02-07,USA,Mobile,45-54,Organic
U035163,2026-03-27,USA,Desktop,18-24,Social
U035164,2026-02-03,UK,Mobile,45-54,Organic
U035165,2026-03-30,UK,Mobile,25-34,Organic
U035166,2026-03-18,India,Mobile,55+,Paid Search
U035167,2026-03-14,Germany,Tablet,25-34,Paid Search
U035168,2026-01-15,Australia,Desktop,18-24,Paid Search
U035169,2026-02-13,India,Mobile,25-34,Organic
U035170,2026-01-10,Germany,Mobile,25-34,Email
U035171,2026-02-06,Germany,Mobile,18-24,Organic
U035172,2026-01-07,USA,Mobile,25-34,Paid Search
U035173,2026-02-01,Australia,Mobile,35-44,Paid Search
U035174,2026-01-11,India,Mobile,25-34,Email
U035175,2026-02-17,India,Mobile,35-44,Organic
U035176,2026-03-09,Australia,Mobile,25-34,Social
U035177,2026-02-17,USA,Desktop,25-34,Social
U035178,2026-02-14,India,Desktop,35-44,Email
U035179,2026-02-02,Australia,Desktop,25-34,Paid Search
U035180,2026-01-04,USA,Desktop,25-34,Social
U035181,2026-02-16,India,Tablet,25-34,Social
U035182,2026-03-31,USA,Desktop,45-54,Referral
U035183,2026-02-22,USA,Mobile,25-34,Social
U035184,2026-01-31,Canada,Desktop,45-54,Paid Search
U035185,2026-01-31,USA,Desktop,18-24,Referral
U035186,2026-01-27,UK,Mobile,25-34,Referral
U035187,2026-03-30,USA,Mobile,35-44,Organic
U035188,2026-02-17,India,Mobile,18-24,Email
U035189,2026-02-05,India,Mobile,18-24,Paid Search
U035190,2026-02-18,India,Tablet,18-24,Email
U035191,2026-01-31,UK,Desktop,45-54,Organic
U035192,2026-02-13,India,Tablet,25-34,Organic
U035193,2026-02-28,India,Desktop,35-44,Paid Search
U035194,2026-01-23,India,Desktop,25-34,Paid Search
U035195,2026-03-09,USA,Mobile,25-34,Organic
U035196,2026-02-11,Canada,Mobile,55+,Social
U035197,2026-02-11,USA,Mobile,25-34,Organic
U035198,2026-01-13,UK,Mobile,45-54,Paid Search
U035199,2026-01-01,Germany,Tablet,35-44,Referral
U035200,2026-03-17,USA,Tablet,45-54,Referral
U035201,2026-02-22,Canada,Desktop,18-24,Referral
U035202,2026-02-09,India,Mobile,45-54,Organic
U035203,2026-03-31,UK,Mobile,18-24,Paid Search
U035204,2026-02-15,Canada,Mobile,18-24,Organic
U035205,2026-03-28,Australia,Mobile,18-24,Organic
U035206,2026-01-22,India,Desktop,18-24,Referral
U035207,2026-02-21,India,Mobile,45-54,Referral
U035208,2026-01-28,USA,Mobile,55+,Paid Search
U035209,2026-02-22,India,Desktop,25-34,Social
U035210,2026-03-04,USA,Mobile,18-24,Paid Search
U035211,2026-01-17,Canada,Mobile,25-34,Referral
U035212,2026-03-05,India,Mobile,25-34,Organic
U035213,2026-01-06,USA,Mobile,45-54,Organic
U035214,2026-01-14,Canada,Tablet,25-34,Organic
U035215,2026-01-17,UK,Mobile,25-34,Email
U035216,2026-02-07,India,Tablet,25-34,Paid Search
U035217,2026-03-10,UK,Mobile,25-34,Social
U035218,2026-01-13,Germany,Mobile,25-34,Organic
U035219,2026-02-22,UK,Desktop,35-44,Social
U035220,2026-01-09,,Desktop,18-24,Referral
U035221,2026-02-13,USA,Desktop,35-44,Social
U035222,2026-01-26,India,Mobile,18-24,Social
U035223,2026-03-18,USA,Desktop,18-24,Email
U035224,2026-01-19,Australia,Mobile,25-34,Social
U035225,2026-02-17,India,Mobile,35-44,Organic
U035226,2026-03-22,USA,Desktop,18-24,Email
U035227,2026-03-21,UK,Desktop,18-24,Organic
U035228,2026-01-30,USA,Mobile,45-54,Social
U035229,2026-02-01,Canada,Mobile,18-24,Paid Search
U035230,2026-03-19,India,Mobile,18-24,Social
