transaction_id,user_id,transaction_date,amount,product_type,payment_status
T0004046,U048205,2026-03-30,720.22,Pro,Success
T0004047,U048208,2026-03-17,344.75,Basic,Success
T0004048,U048268,2026-02-02,577.85,Basic,Success
T0004049,U048286,2026-04-25,1193.8,Premium,Success
T0004050,U048288,2026-01-13,255.53,Basic,Success
T0004051,U048290,2026-03-29,215.08,Basic,Success
T0004052,U048304,2026-03-13,230.46,Basic,Success
T0004053,U048333,2026-04-09,600.28,Pro,Success
T0004054,U048340,2026-03-21,256.56,Premium,Success
T0004055,U048350,2026-04-01,1144.25,Premium,Failed
T0004056,U048360,2026-01-28,696.88,Basic,Success
T0004057,U048362,2026-03-24,949.51,Pro,Success
T0004058,U048369,2026-02-01,452.36,Basic,Success
T0004059,U048397,2026-03-09,588.0,Basic,Success
T0004060,U048432,2026-01-27,283.87,Premium,Success
T0004061,U048437,2026-04-01,318.72,Pro,Success
T0004062,U048441,2026-02-28,461.52,Basic,Success
T0004063,U048445,2026-03-29,896.5,Pro,Success
T0004064,U048446,2026-01-26,745.28,Basic,Success
T0004065,U048450,2026-04-26,835.91,Premium,Success
T0004066,U048455,2026-02-10,798.83,Pro,Success
T0004067,U048456,2026-02-23,1290.63,Pro,Success
T0004068,U048475,2026-04-06,630.29,Basic,Success
T0004069,U048491,2026-03-23,980.51,Premium,Success
T0004070,U048496,2026-04-15,126.86,Basic,Success
T0004071,U048520,2026-02-11,617.74,Basic,Success
T0004072,U048523,2026-03-01,823.08,Pro,Success
T0004073,U048537,2026-03-30,658.1,Basic,Success
T0004074,U048546,2026-03-21,301.65,Basic,Success
T0004075,U048550,2026-02-27,669.11,Pro,Success
T0004076,U048563,2026-04-06,903.83,Pro,Success
T0004077,U048567,2026-02-13,823.15,Basic,Success
T0004078,U048571,2026-02-09,446.83,Pro,Success
T0004079,U048590,2026-04-04,1091.92,Basic,Success
T0004080,U048593,2026-02-19,483.87,Pro,Success
T0004081,U048600,2026-02-28,1009.79,Pro,Success
T0004082,U048617,2026-02-15,303.37,Pro,Success
T0004083,U048629,2026-01-08,39.0,Premium,Success
T0004084,U048633,2026-01-28,207.4,Pro,Success
T0004085,U048641,2026-02-06,646.15,Pro,Success
T0004086,U048644,2026-01-31,735.7,Premium,Success
T0004087,U048647,2026-02-03,455.17,Basic,Success
T0004088,U048695,2026-03-19,464.12,Premium,Success
T0004089,U048732,2026-04-18,1091.81,Basic,Success
T0004090,U048736,2026-04-05,102.66,Basic,Failed
T0004091,U048763,2026-03-10,817.84,Pro,Success
T0004092,U048781,2026-03-06,908.67,Premium,Success
T0004093,U048787,2026-01-30,1004.03,Pro,Success
T0004094,U048790,2026-03-25,616.28,Pro,Success
T0004095,U048793,2026-02-09,271.48,Pro,Success
T0004096,U048797,2026-03-15,1611.9,Basic,Success
T0004097,U048801,2026-02-13,263.41,Basic,Success
T0004098,U048810,2026-04-07,521.41,Basic,Success
T0004099,U048812,2026-03-09,645.7,Pro,Success
T0004100,U048814,2026-03-02,326.61,Pro,Success
T0004101,U048835,2026-01-04,722.24,Basic,Success
T0004102,U048843,2026-04-09,311.8,Premium,Success
T0004103,U048849,2026-04-02,120.57,Pro,Success
T0004104,U048861,2026-01-31,1074.06,Pro,Success
T0004105,U048876,2026-01-07,287.52,Basic,Success
T0004106,U048886,2026-04-13,577.64,Premium,Success
T0004107,U048900,2026-04-17,201.5,Premium,Success
T0004108,U048921,2026-01-27,46.75,Pro,Success
T0004109,U048940,2026-01-28,1869.85,Pro,Success
T0004110,U048962,2026-03-10,856.38,Premium,Success
T0004111,U048970,2026-02-14,921.56,Pro,Success
T0004112,U048983,2026-03-31,134.92,Premium,Success
T0004113,U048986,2026-03-26,599.34,Pro,Success
T0004114,U048998,2026-03-23,585.95,Premium,Success
T0004115,U048999,2026-04-02,1133.02,Basic,Success
T0004116,U049031,2026-01-31,945.99,Pro,Success
T0004117,U049045,2026-04-10,109.35,Basic,Success
T0004118,U049055,2026-01-25,274.5,Basic,Success
T0004119,U049064,2026-01-29,205.96,Pro,Success
T0004120,U049073,2026-02-17,366.84,Pro,Success
T0004121,U049087,2026-03-25,448.88,Basic,Failed
T0004122,U049090,2026-04-20,709.74,Basic,Success
T0004123,U049091,2026-01-21,395.22,Pro,Success
T0004124,U049105,2026-04-05,1000.77,Basic,Success
T0004125,U049152,2026-03-20,566.17,Basic,Success
T0004126,U049167,2026-02-09,412.84,Basic,Success
T0004127,U049171,2026-04-17,981.77,Premium,Success
T0004128,U049174,2026-03-07,392.94,Pro,Success
T0004129,U049176,2026-04-03,1065.28,Basic,Success
T0004130,U049201,2026-03-22,511.85,Basic,Success
T0004131,U049204,2026-02-04,504.27,Premium,Success
T0004132,U049209,2026-02-18,317.07,Pro,Success
T0004133,U049210,2026-03-12,265.52,Basic,Success
T0004134,U049219,2026-02-05,1442.37,Basic,Success
T0004135,U049225,2026-04-03,702.08,Basic,Success
T0004136,U049226,2026-03-27,546.47,Basic,Success
T0004137,U049229,2026-02-06,1724.69,Basic,Success
T0004138,U049238,2026-03-05,792.68,Pro,Success
T0004139,U049250,2026-03-27,618.74,Basic,Success
T0004140,U049266,2026-03-22,392.36,Premium,Success
T0004141,U049269,2026-03-23,596.82,Basic,Success
T0004142,U049272,2026-03-02,926.8,Basic,Failed
T0004143,U049275,2026-03-22,345.75,Pro,Success
T0004144,U049278,2026-02-01,339.31,Basic,Success
T0004145,U049285,2026-02-04,746.08,Pro,Success
T0004146,U049290,2026-03-05,1391.16,Basic,Success
T0004147,U049291,2026-01-14,438.57,Pro,Success
T0004148,U049294,2026-01-26,825.33,Pro,Success
T0004149,U049345,2026-03-30,312.06,Basic,Success
T0004150,U049350,2026-02-12,732.96,Pro,Success
T0004151,U049351,2026-01-04,595.76,Basic,Success
T0004152,U049352,2026-01-20,1069.7,Basic,Success
T0004153,U049362,2026-02-10,398.35,Basic,Success
T0004154,U049373,2026-02-10,719.37,Basic,Success
T0004155,U049387,2026-03-17,500.08,Pro,Success
T0004156,U049419,2026-03-22,395.5,Basic,Success
T0004157,U049441,2026-04-15,525.72,Basic,Success
T0004158,U049466,2026-02-18,847.07,Basic,Success
T0004159,U049469,2026-04-20,138.19,Basic,Success
T0004160,U049482,2026-03-10,557.43,Basic,Failed
T0004161,U049497,2026-02-12,361.5,Pro,Success
T0004162,U049529,2026-02-05,1094.24,Pro,Success
T0004163,U049550,2026-03-02,426.69,Basic,Success
T0004164,U049556,2026-03-31,969.62,Pro,Failed
T0004165,U049561,2026-03-02,317.55,Basic,Success
T0004166,U049562,2026-04-19,994.05,Basic,Success
T0004167,U049574,2026-01-10,871.6,Basic,Success
T0004168,U049582,2026-04-19,340.86,Pro,Success
T0004169,U049599,2026-03-13,91.3,Basic,Success
T0004170,U049628,2026-01-20,530.5,Pro,Success
T0004171,U049636,2026-03-09,131.64,Pro,Success
T0004172,U049653,2026-01-10,448.34,Pro,Success
T0004173,U049665,2026-03-14,462.98,Basic,Success
T0004174,U049688,2026-02-25,306.15,Pro,Success
T0004175,U049703,2026-02-11,1042.41,Basic,Success
T0004176,U049705,2026-02-15,455.92,Basic,Success
T0004177,U049708,2026-03-30,1078.57,Pro,Success
T0004178,U049712,2026-03-13,1362.69,Premium,Success
T0004179,U049726,2026-03-22,201.14,Pro,Success
T0004180,U049742,2026-04-05,1006.25,Pro,Success
T0004181,U049751,2026-02-22,1114.91,Basic,Success
T0004182,U049754,2026-04-10,400.56,Pro,Success
T0004183,U049840,2026-01-31,728.04,Basic,Success
T0004184,U049845,2026-03-15,283.82,Pro,Success
T0004185,U049886,2026-03-24,1300.07,Basic,Success
T0004186,U049890,2026-03-27,457.06,Pro,Success
T0004187,U049916,2026-04-11,559.58,Premium,Success
T0004188,U049928,2026-02-13,324.29,Pro,Success
T0004189,U049931,2026-03-25,1359.58,Basic,Success
T0004190,U049933,2026-03-10,523.44,Basic,Success
T0004191,U049942,2026-02-25,497.26,Basic,Success
T0004192,U049953,2026-02-22,842.49,Pro,Success
T0004193,U049983,2026-03-07,300.62,Pro,Success
T0004194,U049987,2026-03-19,534.76,Pro,Success
T0004195,U049994,2026-03-06,365.17,Basic,Success
T0004196,U050000,2026-03-17,284.48,Basic,Success
T0004197,U050016,2026-03-15,363.02,Basic,Success
T0004198,U050029,2026-03-07,344.31,Basic,Success
T0004199,U050054,2026-03-18,684.48,Pro,Success
T0004200,U050066,2026-01-21,497.57,Basic,Success
T0004201,U050081,2026-02-03,265.7,Basic,Success
T0004202,U050085,2026-03-26,1358.49,Basic,Success
T0004203,U050093,2026-01-27,311.46,Basic,Success
T0004204,U050107,2026-04-03,213.36,Pro,Success
T0004205,U050112,2026-03-12,383.57,Basic,Success
T0004206,U050145,2026-02-13,424.88,Basic,Success
T0004207,U050146,2026-02-08,234.02,Pro,Success
T0004208,U050169,2026-03-24,1064.9,Basic,Success
T0004209,U050204,2026-03-03,820.17,Premium,Success
T0004210,U050212,2026-03-19,703.35,Pro,Success
T0004211,U050215,2026-02-28,1349.85,Pro,Success
T0004212,U050227,2026-03-03,633.98,Basic,Success
T0004213,U050231,2026-02-20,476.73,Pro,Success
T0004214,U050251,2026-04-02,343.33,Pro,Success
T0004215,U050254,2026-02-25,789.14,Pro,Success
T0004216,U050274,2026-04-11,218.21,Basic,Failed
T0004217,U050279,2026-04-09,718.6,Basic,Success
T0004218,U050299,2026-04-02,1029.17,Basic,Failed
T0004219,U050311,2026-03-10,2052.5,Basic,Success
T0004220,U050313,2026-02-21,560.58,Basic,Success
T0004221,U050314,2026-02-01,482.31,Basic,Success
T0004222,U050330,2026-01-21,417.21,Pro,Success
T0004223,U050331,2026-04-05,240.22,Pro,Success
T0004224,U050344,2026-03-11,983.02,Basic,Success
T0004225,U050346,2026-04-13,509.48,Basic,Success
T0004226,U050364,2026-03-21,1600.61,Pro,Success
T0004227,U050367,2026-03-05,281.14,Premium,Success
T0004228,U050372,2026-03-23,532.5,Basic,Success
T0004229,U050375,2026-02-17,564.46,Pro,Success
T0004230,U050389,2026-04-07,77.26,Pro,Success
T0004231,U050398,2026-01-23,385.38,Basic,Success
T0004232,U050407,2026-03-07,167.77,Basic,Success
T0004233,U050408,2026-03-22,737.77,Basic,Success
T0004234,U050423,2026-02-12,713.8,Pro,Success
T0004235,U050443,2026-04-01,937.7,Basic,Success
T0004236,U050460,2026-03-05,883.08,Basic,Success
T0004237,U050466,2026-02-02,578.94,Basic,Success
T0004238,U050506,2026-04-12,291.19,Premium,Success
T0004239,U050525,2026-04-05,630.26,Basic,Success
T0004240,U050535,2026-02-24,535.22,Basic,Success
T0004241,U050555,2026-03-31,535.15,Basic,Success
T0004242,U050563,2026-02-17,752.79,Basic,Success
T0004243,U050567,2026-01-29,595.65,Premium,Success
T0004244,U050569,2026-03-22,575.52,Pro,Success
T0004245,U050585,2026-01-21,317.01,Basic,Success
T0004246,U050608,2026-02-22,705.73,Basic,Success
T0004247,U050609,2026-02-08,760.39,Pro,Failed
T0004248,U050653,2026-03-27,291.29,Basic,Success
T0004249,U050661,2026-02-20,302.84,Premium,Success
T0004250,U050674,2026-03-06,537.78,Basic,Success
T0004251,U050693,2026-02-11,462.38,Premium,Success
T0004252,U050700,2026-02-16,875.04,Basic,Success
T0004253,U050706,2026-04-19,760.35,Basic,Success
T0004254,U050719,2026-04-06,822.52,Basic,Success
T0004255,U050723,2026-03-08,246.34,Pro,Success
T0004256,U050739,2026-01-20,452.58,Basic,Failed
T0004257,U050796,2026-01-19,645.61,Basic,Success
T0004258,U050807,2026-03-01,754.68,Basic,Success
T0004259,U050813,2026-04-16,598.01,Pro,Success
T0004260,U050826,2026-02-12,940.15,Pro,Failed
T0004261,U050827,2026-04-09,767.89,Basic,Success
T0004262,U050838,2026-02-24,850.82,Basic,Success
T0004263,U050850,2026-04-21,458.07,Pro,Success
T0004264,U050859,2026-03-21,762.97,Basic,Success
T0004265,U050868,2026-01-24,617.2,Basic,Success
T0004266,U050870,2026-03-23,400.27,Basic,Success
T0004267,U050877,2026-03-12,440.46,Premium,Success
T0004268,U050884,2026-02-09,373.14,Basic,Success
T0004269,U050886,2026-03-05,788.6,Basic,Success
T0004270,U050889,2026-02-11,689.61,Basic,Success
T0004271,U050890,2026-02-14,1524.82,Premium,Success
T0004272,U050892,2026-02-18,652.98,Basic,Success
T0004273,U050897,2026-02-17,403.69,Pro,Success
T0004274,U050905,2026-01-30,841.46,Basic,Success
T0004275,U050936,2026-01-26,1382.82,Pro,Success
T0004276,U050939,2026-03-14,753.38,Basic,Success
T0004277,U050946,2026-03-27,840.69,Basic,Success
T0004278,U050953,2026-04-17,1053.13,Basic,Success
T0004279,U050975,2026-02-02,178.54,Basic,Success
T0004280,U050981,2026-02-28,389.48,Premium,Success
T0004281,U050992,2026-02-09,690.4,Premium,Success
T0004282,U050995,2026-01-11,783.23,Pro,Success
T0004283,U050996,2026-01-23,616.97,Basic,Success
T0004284,U051001,2026-03-07,1074.49,Basic,Success
T0004285,U051010,2026-03-25,198.12,Basic,Success
T0004286,U051013,2026-04-02,413.95,Pro,Success
T0004287,U051025,2026-03-17,302.28,Basic,Success
T0004288,U051029,2026-02-03,485.05,Pro,Success
T0004289,U051040,2026-01-25,560.18,Basic,Success
T0004290,U051048,2026-03-13,452.05,Basic,Success
T0004291,U051056,2026-04-12,357.76,Pro,Success
T0004292,U051075,2026-02-21,644.28,Basic,Success
T0004293,U051085,2026-02-08,657.52,Pro,Success
T0004294,U051087,2026-03-01,1014.14,Pro,Success
T0004295,U051089,2026-03-09,176.0,Pro,Success
T0004296,U051119,2026-03-30,768.72,Basic,Success
T0004297,U051128,2026-03-04,789.34,Premium,Success
T0004298,U051145,2026-02-27,656.18,Basic,Success
T0004299,U051159,2026-02-28,457.89,Pro,Success
T0004300,U051163,2026-03-12,309.69,Pro,Success
T0004301,U051166,2026-04-12,,Pro,Success
T0004302,U051186,2026-02-27,1263.29,Basic,Success
T0004303,U051196,2026-03-13,825.33,Basic,Success
T0004304,U051216,2026-03-18,376.07,Basic,Success
T0004305,U051229,2026-03-28,462.12,Basic,Failed
T0004306,U051242,2026-04-09,457.21,Pro,Success
T0004307,U051254,2026-03-06,727.04,Basic,Success
T0004308,U051255,2026-03-21,225.99,Basic,Failed
T0004309,U051256,2026-03-22,890.74,Basic,Success
T0004310,U051257,2026-04-01,487.8,Basic,Success
T0004311,U051275,2026-01-26,917.96,Basic,Success
T0004312,U051276,2026-02-17,729.67,Premium,Success
T0004313,U051284,2026-04-30,293.7,Basic,Success
T0004314,U051316,2026-02-18,973.83,Basic,Failed
T0004315,U051339,2026-04-15,291.93,Premium,Success
T0004316,U051356,2026-02-11,373.08,Basic,Success
T0004317,U051359,2026-04-06,803.77,Pro,Success
T0004318,U051364,2026-03-24,297.04,Premium,Success
T0004319,U051378,2026-02-19,1039.21,Basic,Success
T0004320,U051391,2026-02-04,867.36,Basic,Success
T0004321,U051396,2026-03-01,278.76,Basic,Success
T0004322,U051399,2026-01-23,1274.47,Premium,Success
T0004323,U051441,2026-04-02,1158.58,Basic,Success
T0004324,U051446,2026-04-01,955.0,Premium,Success
T0004325,U051449,2026-01-25,453.88,Premium,Success
T0004326,U051454,2026-04-18,643.43,Basic,Success
T0004327,U051471,2026-03-18,414.41,Pro,Success
T0004328,U051475,2026-03-02,465.49,Basic,Success
T0004329,U051491,2026-03-11,977.88,Pro,Success
T0004330,U051497,2026-02-13,1375.64,Basic,Success
T0004331,U051504,2026-01-12,483.42,Basic,Success
T0004332,U051516,2026-04-12,295.98,Basic,Success
T0004333,U051518,2026-01-28,602.33,Basic,Success
T0004334,U051521,2026-04-03,230.85,Basic,Success
T0004335,U051527,2026-02-11,1018.31,Basic,Success
T0004336,U051539,2026-03-22,733.16,Basic,Success
T0004337,U051544,2026-02-04,150.56,Premium,Success
T0004338,U051551,2026-01-26,279.67,Basic,Success
T0004339,U051563,2026-03-12,1086.83,Pro,Success
T0004340,U051564,2026-01-23,1094.48,Basic,Success
T0004341,U051577,2026-02-20,174.75,Pro,Success
T0004342,U051582,2026-04-12,927.99,Basic,Success
T0004343,U051619,2026-01-31,887.62,Basic,Success
T0004344,U051621,2026-03-13,1144.43,Premium,Success
T0004345,U051625,2026-01-19,1170.46,Premium,Success
T0004346,U051627,2026-02-09,1237.22,Basic,Failed
T0004347,U051629,2026-02-17,551.87,Pro,Success
T0004348,U051643,2026-02-05,879.31,Premium,Success
T0004349,U051652,2026-02-19,509.71,Premium,Success
T0004350,U051654,2026-04-07,889.91,Premium,Success
T0004351,U051661,2026-02-16,646.72,Basic,Success
T0004352,U051695,2026-02-03,860.55,Pro,Success
T0004353,U051705,2026-02-09,1258.99,Basic,Success
T0004354,U051711,2026-02-06,1138.45,Pro,Success
T0004355,U051740,2026-03-14,1314.69,Pro,Success
T0004356,U051760,2026-02-21,159.76,Basic,Success
T0004357,U051782,2026-02-06,444.5,Premium,Success
T0004358,U051786,2026-03-18,1672.11,Pro,Success
T0004359,U051787,2026-03-15,652.51,Pro,Success
T0004360,U051823,2026-01-26,626.17,Pro,Success
T0004361,U051852,2026-02-20,1139.72,Basic,Success
T0004362,U051864,2026-03-13,894.71,Premium,Success
T0004363,U051939,2026-01-27,571.6,Basic,Success
T0004364,U051941,2026-02-25,921.21,Basic,Success
T0004365,U051943,2026-01-18,713.13,Basic,Success
T0004366,U051962,2026-03-08,391.05,Basic,Success
T0004367,U051964,2026-03-26,1028.93,Basic,Success
T0004368,U051975,2026-03-02,615.38,Basic,Failed
T0004369,U051995,2026-01-17,276.2,Basic,Success
T0004370,U052012,2026-03-25,759.56,Basic,Success
T0004371,U052035,2026-02-18,688.47,Premium,Success
T0004372,U052076,2026-03-15,169.44,Pro,Success
T0004373,U052096,2026-01-30,604.53,Basic,Success
T0004374,U052110,2026-01-24,267.07,Basic,Success
T0004375,U052112,2026-02-10,275.4,Basic,Success
T0004376,U052121,2026-04-05,2108.67,Premium,Success
T0004377,U052151,2026-02-27,619.16,Basic,Success
T0004378,U052160,2026-03-26,358.67,Pro,Success
T0004379,U052163,2026-01-23,1482.71,Basic,Success
T0004380,U052179,2026-03-21,728.12,Basic,Success
T0004381,U052181,2026-02-20,579.9,Pro,Success
T0004382,U052185,2026-03-04,395.59,Pro,Failed
T0004383,U052191,2026-03-13,713.92,Premium,Success
T0004384,U052192,2026-02-06,174.56,Pro,Success
T0004385,U052197,2026-02-28,176.78,Premium,Success
T0004386,U052215,2026-04-09,1918.49,Pro,Success
T0004387,U052216,2026-03-15,186.45,Basic,Success
T0004388,U052229,2026-02-15,1238.44,Basic,Success
T0004389,U052230,2026-02-19,777.92,Pro,Success
T0004390,U052242,2026-04-07,476.59,Pro,Success
T0004391,U052245,2026-02-26,403.95,Basic,Success
T0004392,U052259,2026-02-20,410.64,Basic,Success
T0004393,U052278,2026-04-08,664.12,Basic,Success
T0004394,U052279,2026-03-07,211.54,Pro,Success
T0004395,U052289,2026-02-12,633.57,Basic,Success
T0004396,U052295,2026-04-01,450.16,Pro,Success
T0004397,U052299,2026-02-03,,Premium,Success
T0004398,U052311,2026-03-16,409.23,Premium,Success
T0004399,U052320,2026-04-14,337.09,Premium,Success
T0004400,U052324,2026-03-09,1151.16,Pro,Success
T0004401,U052330,2026-02-01,1172.0,Pro,Success
T0004402,U052344,2026-03-19,390.92,Premium,Success
T0004403,U052345,2026-04-17,1072.48,Pro,Success
T0004404,U052373,2026-02-10,667.23,Basic,Success
T0004405,U052374,2026-02-03,902.88,Pro,Success
T0004406,U052376,2026-03-10,345.46,Basic,Success
T0004407,U052436,2026-01-18,693.97,Pro,Success
T0004408,U052455,2026-02-19,246.0,Premium,Success
T0004409,U052462,2026-04-19,347.33,Basic,Success
T0004410,U052469,2026-02-06,635.34,Premium,Success
T0004411,U052492,2026-04-02,1316.16,Basic,Success
T0004412,U052511,2026-01-20,749.91,Basic,Success
T0004413,U052514,2026-01-31,505.04,Premium,Success
T0004414,U052528,2026-01-24,740.25,Pro,Success
T0004415,U052546,2026-01-24,575.27,Pro,Success
T0004416,U052549,2026-04-04,853.85,Basic,Success
T0004417,U052559,2026-03-26,255.46,Premium,Success
T0004418,U052568,2026-01-26,512.84,Pro,Success
T0004419,U052586,2026-03-02,345.93,Basic,Success
T0004420,U052596,2026-03-23,396.71,Premium,Success
T0004421,U052597,2026-02-23,388.84,Pro,Success
T0004422,U052600,2026-02-02,1085.53,Basic,Success
T0004423,U052621,2026-03-25,397.36,Basic,Success
T0004424,U052636,2026-03-23,570.11,Pro,Success
T0004425,U052642,2026-02-25,959.38,Premium,Failed
T0004426,U052643,2026-01-15,1400.74,Basic,Success
T0004427,U052653,2026-03-10,706.5,Premium,Success
T0004428,U052667,2026-02-17,144.1,Pro,Failed
T0004429,U052669,2026-01-15,200.73,Pro,Success
T0004430,U052675,2026-02-13,833.56,Pro,Success
T0004431,U052691,2026-03-27,1211.74,Pro,Success
T0004432,U052707,2026-03-06,759.21,Basic,Success
T0004433,U052726,2026-01-14,801.68,Basic,Failed
T0004434,U052734,2026-02-01,381.73,Basic,Success
T0004435,U052776,2026-01-30,350.16,Basic,Success
T0004436,U052803,2026-02-07,1239.37,Pro,Success
T0004437,U052816,2026-01-27,648.23,Basic,Success
T0004438,U052817,2026-03-01,1128.6,Basic,Success
T0004439,U052820,2026-03-23,202.4,Premium,Success
T0004440,U052822,2026-04-13,1106.97,Basic,Success
T0004441,U052832,2026-02-07,282.83,Basic,Success
T0004442,U052836,2026-02-21,953.89,Basic,Success
T0004443,U052861,2026-03-18,264.24,Basic,Success
T0004444,U052871,2026-03-15,660.37,Premium,Success
T0004445,U052879,2026-01-28,302.49,Premium,Success
T0004446,U052890,2026-03-05,688.92,Pro,Success
T0004447,U052894,2026-02-28,629.97,Basic,Failed
T0004448,U052895,2026-04-10,2104.1,Premium,Success
T0004449,U052898,2026-04-16,454.93,Basic,Success
T0004450,U052904,2026-01-17,677.45,Pro,Success
T0004451,U052918,2026-02-08,160.64,Basic,Success
T0004452,U052925,2026-02-07,323.82,Basic,Success
T0004453,U052928,2026-01-31,657.06,Basic,Success
T0004454,U052930,2026-03-29,1208.62,Basic,Failed
T0004455,U052938,2026-04-12,1170.45,Premium,Success
T0004456,U052942,2026-03-13,684.6,Basic,Success
T0004457,U052943,2026-04-01,412.31,Pro,Success
T0004458,U052944,2026-02-16,615.62,Pro,Success
T0004459,U052948,2026-01-29,1900.17,Basic,Success
T0004460,U052988,2026-02-07,262.46,Premium,Success
T0004461,U052998,2026-04-07,465.78,Basic,Success
T0004462,U053004,2026-03-26,301.51,Pro,Success
T0004463,U053012,2026-01-22,377.22,Basic,Success
T0004464,U053023,2026-03-05,443.84,Basic,Success
T0004465,U053032,2026-01-19,912.0,Pro,Success
T0004466,U053037,2026-02-18,733.72,Basic,Success
T0004467,U053038,2026-02-02,492.59,Pro,Success
T0004468,U053039,2026-01-28,228.59,Basic,Success
T0004469,U053075,2026-02-19,,Pro,Success
T0004470,U053094,2026-02-21,216.49,Basic,Success
T0004471,U053152,2026-02-12,1008.33,Basic,Success
T0004472,U053153,2026-04-01,742.18,Basic,Success
T0004473,U053160,2026-03-24,1060.34,Basic,Success
T0004474,U053168,2026-02-24,537.55,Basic,Success
T0004475,U053181,2026-03-11,831.84,Pro,Success
T0004476,U053186,2026-03-16,594.71,Basic,Success
T0004477,U053194,2026-02-15,683.67,Basic,Failed
T0004478,U053207,2026-03-29,668.41,Basic,Success
T0004479,U053212,2026-02-09,353.29,Premium,Success
T0004480,U053235,2026-03-05,982.32,Basic,Success
T0004481,U053243,2026-01-27,1073.92,Pro,Success
T0004482,U053249,2026-02-07,838.33,Basic,Success
T0004483,U053255,2026-01-14,368.85,Basic,Success
T0004484,U053284,2026-04-12,688.67,Basic,Success
T0004485,U053287,2026-03-05,878.82,Basic,Success
T0004486,U053303,2026-03-01,613.95,Pro,Success
T0004487,U053318,2026-04-08,372.1,Basic,Success
T0004488,U053320,2026-02-28,412.72,Pro,Success
T0004489,U053337,2026-04-01,762.8,Basic,Success
T0004490,U053355,2026-01-27,1108.2,Basic,Success
T0004491,U053365,2026-03-18,1405.39,Basic,Success
T0004492,U053379,2026-02-05,562.29,Pro,Success
T0004493,U053396,2026-02-01,497.16,Basic,Success
T0004494,U053398,2026-03-03,265.39,Basic,Success
T0004495,U053411,2026-03-20,500.69,Pro,Success
T0004496,U053423,2026-04-05,1125.16,Pro,Success
T0004497,U053473,2026-03-21,910.6,Basic,Success
T0004498,U053503,2026-04-11,284.21,Basic,Success
T0004499,U053542,2026-03-13,644.38,Basic,Success
T0004500,U053551,2026-02-28,308.91,Basic,Success
T0004501,U053578,2026-02-05,119.34,Basic,Success
T0004502,U053590,2026-03-06,678.74,Premium,Success
T0004503,U053604,2026-03-04,182.61,Basic,Success
T0004504,U053623,2026-02-14,176.94,Premium,Success
T0004505,U053630,2026-04-05,321.21,Pro,Success
T0004506,U053635,2026-03-09,185.31,Pro,Success
T0004507,U053653,2026-01-29,176.29,Basic,Success
T0004508,U053662,2026-04-18,465.86,Basic,Success
T0004509,U053674,2026-02-18,586.46,Pro,Success
T0004510,U053675,2026-02-11,815.14,Premium,Success
T0004511,U053687,2026-02-03,468.5,Pro,Success
T0004512,U053693,2026-03-18,150.43,Premium,Success
T0004513,U053715,2026-04-03,982.29,Basic,Success
T0004514,U053721,2026-03-17,523.74,Premium,Success
T0004515,U053725,2026-03-26,276.29,Basic,Success
T0004516,U053726,2026-03-28,474.24,Basic,Success
T0004517,U053745,2026-03-03,362.55,Premium,Success
T0004518,U053750,2026-02-18,1034.84,Basic,Success
T0004519,U053771,2026-02-21,1011.11,Basic,Success
T0004520,U053792,2026-03-07,218.91,Pro,Success
T0004521,U053798,2026-01-23,605.06,Pro,Success
T0004522,U053815,2026-02-05,778.41,Basic,Failed
T0004523,U053816,2026-03-23,702.66,Premium,Success
T0004524,U053817,2026-02-20,1239.4,Basic,Success
T0004525,U053818,2026-02-08,568.81,Pro,Success
T0004526,U053824,2026-03-24,262.26,Pro,Success
T0004527,U053825,2026-04-11,800.57,Pro,Success
T0004528,U053829,2026-02-10,702.8,Basic,Success
T0004529,U053835,2026-04-18,1596.0,Basic,Success
T0004530,U053861,2026-03-03,564.78,Pro,Success
T0004531,U053869,2026-02-15,472.12,Basic,Success
T0004532,U053874,2026-02-26,1336.8,Pro,Success
T0004533,U053895,2026-02-04,849.89,Basic,Success
T0004534,U053905,2026-02-19,857.82,Pro,Success
T0004535,U053915,2026-03-25,357.04,Pro,Success
T0004536,U053932,2026-02-24,677.82,Basic,Success
T0004537,U053951,2026-01-15,538.96,Basic,Success
T0004538,U053962,2026-02-19,359.64,Pro,Failed
T0004539,U053981,2026-03-30,1589.31,Pro,Success
T0004540,U053982,2026-03-29,213.45,Pro,Success
T0004541,U053985,2026-03-26,268.2,Pro,Success
T0004542,U054018,2026-03-11,332.69,Basic,Success
T0004543,U054028,2026-04-13,1186.4,Basic,Success
T0004544,U054055,2026-03-22,488.68,Basic,Success
T0004545,U054059,2026-03-13,802.56,Pro,Success
T0004546,U054071,2026-02-06,955.29,Pro,Success
T0004547,U054088,2026-02-14,719.47,Premium,Success
T0004548,U054101,2026-04-03,293.8,Basic,Success
T0004549,U054108,2026-01-13,1201.19,Basic,Success
T0004550,U054113,2026-03-03,1428.8,Basic,Success
T0004551,U054117,2026-03-04,597.55,Pro,Success
T0004552,U054132,2026-03-20,1184.73,Basic,Success
T0004553,U054140,2026-02-09,352.39,Basic,Success
T0004554,U054162,2026-03-07,637.58,Basic,Success
T0004555,U054198,2026-02-21,239.04,Basic,Success
T0004556,U054201,2026-04-04,941.49,Pro,Success
T0004557,U054210,2026-02-02,1406.14,Pro,Success
T0004558,U054211,2026-03-16,305.23,Pro,Success
