user_id,experiment_name,experiment_group,assignment_date,variant_version
U058448,onboarding_v2,Control,2026-01-02,v1
U058449,onboarding_v2,Treatment,2026-01-18,v2
U058450,onboarding_v2,Treatment,2026-01-28,v2
U058451,onboarding_v2,Control,2026-03-12,v1
U058452,onboarding_v2,Treatment,2026-03-28,v2
U058453,onboarding_v2,Control,2026-03-29,v1
U058454,onboarding_v2,Treatment,2026-01-25,v2
U058455,onboarding_v2,Treatment,2026-02-08,v2
U058456,onboarding_v2,Control,2026-02-18,v1
U058457,onboarding_v2,Control,2026-01-04,v1
U058458,onboarding_v2,Treatment,2026-02-21,v2
U058459,onboarding_v2,Control,2026-03-24,v1
U058460,onboarding_v2,Control,2026-03-09,v1
U058461,onboarding_v2,Control,2026-02-26,v1
U058462,onboarding_v2,Control,2026-01-13,v1
U058463,onboarding_v2,Treatment,2026-03-06,v2
U058464,onboarding_v2,Treatment,2026-03-04,v2
U058465,onboarding_v2,Control,2026-03-13,v1
U058466,onboarding_v2,Treatment,2026-01-25,v2
U058467,onboarding_v2,Treatment,2026-01-23,v2
U058468,onboarding_v2,Control,2026-01-30,v1
U058469,onboarding_v2,Treatment,2026-03-02,v2
U058470,onboarding_v2,Control,2026-01-07,v1
U058471,onboarding_v2,Treatment,2026-02-23,v2
U058472,onboarding_v2,Treatment,2026-01-17,v2
U058473,onboarding_v2,Control,2026-03-01,v1
U058474,onboarding_v2,Treatment,2026-03-07,v2
U058475,onboarding_v2,Control,2026-02-07,v1
U058476,onboarding_v2,Treatment,2026-01-13,v2
U058477,onboarding_v2,Control,2026-02-21,v1
U058478,onboarding_v2,Control,2026-02-21,v1
U058479,onboarding_v2,Treatment,2026-02-01,v2
U058480,onboarding_v2,Control,2026-03-27,v1
U058481,onboarding_v2,Control,2026-01-09,v1
U058482,onboarding_v2,Control,2026-01-17,v1
U058483,onboarding_v2,Treatment,2026-03-23,v2
U058484,onboarding_v2,Treatment,2026-02-09,v2
U058485,onboarding_v2,Control,2026-03-16,v1
U058486,onboarding_v2,Treatment,2026-02-23,v2
U058487,onboarding_v2,Control,2026-02-23,v1
U058488,onboarding_v2,Treatment,2026-01-28,v2
U058489,onboarding_v2,Control,2026-03-13,v1
U058490,onboarding_v2,Control,2026-02-19,v1
U058491,onboarding_v2,Treatment,2026-01-18,v2
U058492,onboarding_v2,Control,2026-01-13,v1
U058493,onboarding_v2,Treatment,2026-02-02,v2
U058494,onboarding_v2,Treatment,2026-01-15,v2
U058495,onboarding_v2,Control,2026-03-27,v1
U058496,onboarding_v2,Treatment,2026-02-07,v2
U058497,onboarding_v2,Control,2026-01-06,v1
U058498,onboarding_v2,Treatment,2026-02-14,v2
U058499,onboarding_v2,Treatment,2026-02-28,v2
U058500,onboarding_v2,Control,2026-03-24,v1
U058501,onboarding_v2,Control,2026-03-19,v1
U058502,onboarding_v2,Treatment,2026-02-17,v2
U058503,onboarding_v2,Treatment,2026-02-10,v2
U058504,onboarding_v2,Control,2026-03-24,v1
U058505,onboarding_v2,Treatment,2026-03-20,v2
U058506,onboarding_v2,Treatment,2026-03-16,v2
U058507,onboarding_v2,Treatment,2026-02-24,v2
U058508,onboarding_v2,Treatment,2026-03-02,v2
U058509,onboarding_v2,Treatment,2026-01-02,v2
U058510,onboarding_v2,Control,2026-01-02,v1
U058511,onboarding_v2,Treatment,2026-03-26,v2
U058512,onboarding_v2,Treatment,2026-03-17,v2
U058513,onboarding_v2,Control,2026-01-10,v1
U058514,onboarding_v2,Treatment,2026-03-17,v2
U058515,onboarding_v2,Control,2026-02-08,v1
U058516,onboarding_v2,Treatment,2026-01-02,v2
U058517,onboarding_v2,Treatment,2026-03-06,v2
U058518,onboarding_v2,Treatment,2026-03-07,v2
U058519,onboarding_v2,Treatment,2026-03-28,v2
U058520,onboarding_v2,Treatment,2026-03-22,v2
U058521,onboarding_v2,Control,2026-02-21,v1
U058522,onboarding_v2,Control,2026-03-26,v1
U058523,onboarding_v2,Control,2026-02-13,v1
U058524,onboarding_v2,Control,2026-02-03,v1
U058525,onboarding_v2,Control,2026-03-14,v1
U058526,onboarding_v2,Treatment,2026-03-22,v2
U058527,onboarding_v2,Control,2026-02-14,v1
U058528,onboarding_v2,Control,2026-02-01,v1
U058529,onboarding_v2,Control,2026-01-05,v1
U058530,onboarding_v2,Treatment,2026-03-19,v2
U058531,onboarding_v2,Control,2026-03-30,v1
U058532,onboarding_v2,Control,2026-03-27,v1
U058533,onboarding_v2,Control,2026-03-04,v1
U058534,onboarding_v2,Treatment,2026-03-10,v2
U058535,onboarding_v2,Control,2026-02-23,v1
U058536,onboarding_v2,Treatment,2026-02-07,v2
U058537,onboarding_v2,Control,2026-01-09,v1
U058538,onboarding_v2,Treatment,2026-03-02,v2
U058539,onboarding_v2,Control,2026-01-21,v1
U058540,onboarding_v2,Control,2026-02-05,v1
U058541,onboarding_v2,Control,2026-01-01,v1
U058542,onboarding_v2,Control,2026-01-22,v1
U058543,onboarding_v2,Treatment,2026-03-28,v2
U058544,onboarding_v2,Treatment,2026-03-29,v2
U058545,onboarding_v2,Treatment,2026-01-15,v2
U058546,onboarding_v2,Control,2026-02-15,v1
U058547,onboarding_v2,Control,2026-03-06,v1
U058548,onboarding_v2,Control,2026-01-06,v1
U058549,onboarding_v2,Control,2026-02-09,v1
U058550,onboarding_v2,Treatment,2026-02-04,v2
U058551,onboarding_v2,Control,2026-03-22,v1
U058552,onboarding_v2,Treatment,2026-03-02,v2
U058553,onboarding_v2,Control,2026-01-23,v1
U058554,onboarding_v2,Treatment,2026-01-20,v2
U058555,onboarding_v2,Treatment,2026-01-28,v2
U058556,onboarding_v2,Treatment,2026-02-06,v2
U058557,onboarding_v2,Control,2026-03-23,v1
U058558,onboarding_v2,Control,2026-01-07,v1
U058559,onboarding_v2,Treatment,2026-02-18,v2
U058560,onboarding_v2,Control,2026-03-25,v1
U058561,onboarding_v2,Control,2026-01-24,v1
U058562,onboarding_v2,Control,2026-03-21,v1
U058563,onboarding_v2,Treatment,2026-01-13,v2
U058564,onboarding_v2,Control,2026-01-07,v1
U058565,onboarding_v2,Control,2026-01-15,v1
U058566,onboarding_v2,Treatment,2026-03-28,v2
U058567,onboarding_v2,Treatment,2026-01-23,v2
U058568,onboarding_v2,Treatment,2026-03-10,v2
U058569,onboarding_v2,Treatment,2026-03-01,v2
U058570,onboarding_v2,Control,2026-01-10,v1
U058571,onboarding_v2,Treatment,2026-02-20,v2
U058572,onboarding_v2,Control,2026-03-05,v1
U058573,onboarding_v2,Control,2026-03-12,v1
U058574,onboarding_v2,Treatment,2026-02-25,v2
U058575,onboarding_v2,Treatment,2026-02-01,v2
U058576,onboarding_v2,Control,2026-01-23,v1
U058577,onboarding_v2,Treatment,2026-02-23,v2
U058578,onboarding_v2,Control,2026-03-14,v1
U058579,onboarding_v2,Treatment,2026-03-26,v2
U058580,onboarding_v2,Control,2026-03-11,v1
U058581,onboarding_v2,Treatment,2026-03-31,v2
U058582,onboarding_v2,Control,2026-03-25,v1
U058583,onboarding_v2,Treatment,2026-03-02,v2
U058584,onboarding_v2,Treatment,2026-03-20,v2
U058585,onboarding_v2,Control,2026-01-20,v1
U058586,onboarding_v2,Treatment,2026-02-22,v2
U058587,onboarding_v2,Control,2026-01-15,v1
U058588,onboarding_v2,Treatment,2026-01-29,v2
U058589,onboarding_v2,Control,2026-03-11,v1
U058590,onboarding_v2,Treatment,2026-03-21,v2
U058591,onboarding_v2,Treatment,2026-03-06,v2
U058592,onboarding_v2,Treatment,2026-03-03,v2
U058593,onboarding_v2,Control,2026-03-11,v1
U058594,onboarding_v2,Treatment,2026-01-16,v2
U058595,onboarding_v2,Treatment,2026-02-23,v2
U058596,onboarding_v2,Treatment,2026-01-07,v2
U058597,onboarding_v2,Treatment,2026-03-01,v2
U058598,onboarding_v2,Treatment,2026-01-10,v2
U058599,onboarding_v2,Treatment,2026-02-22,v2
U058600,onboarding_v2,Control,2026-01-08,v1
U058601,onboarding_v2,Control,2026-03-26,v1
U058602,onboarding_v2,Treatment,2026-03-31,v2
U058603,onboarding_v2,Treatment,2026-02-06,v2
U058604,onboarding_v2,Control,2026-03-23,v1
U058605,onboarding_v2,Control,2026-01-04,v1
U058606,onboarding_v2,Treatment,2026-03-25,v2
U058607,onboarding_v2,Treatment,2026-03-24,v2
U058608,onboarding_v2,Treatment,2026-01-23,v2
U058609,onboarding_v2,Treatment,2026-01-10,v2
U058610,onboarding_v2,Control,2026-02-07,v1
U058611,onboarding_v2,Control,2026-02-14,v1
U058612,onboarding_v2,Control,2026-02-14,v1
U058613,onboarding_v2,Control,2026-01-18,v1
U058614,onboarding_v2,Treatment,2026-02-15,v2
U058615,onboarding_v2,Treatment,2026-01-02,v2
U058616,onboarding_v2,Treatment,2026-02-17,v2
U058617,onboarding_v2,Treatment,2026-01-17,v2
U058618,onboarding_v2,Control,2026-01-16,v1
U058619,onboarding_v2,Control,2026-02-14,v1
U058620,onboarding_v2,Control,2026-02-17,v1
U058621,onboarding_v2,Control,2026-01-24,v1
U058622,onboarding_v2,Treatment,2026-03-06,v2
U058623,onboarding_v2,Control,2026-02-02,v1
U058624,onboarding_v2,Control,2026-01-04,v1
U058625,onboarding_v2,Control,2026-01-01,v1
U058626,onboarding_v2,Treatment,2026-02-02,v2
U058627,onboarding_v2,Treatment,2026-03-15,v2
U058628,onboarding_v2,Control,2026-03-03,v1
U058629,onboarding_v2,Control,2026-01-03,v1
U058630,onboarding_v2,Treatment,2026-02-14,v2
U058631,onboarding_v2,Treatment,2026-01-22,v2
U058632,onboarding_v2,Control,2026-03-05,v1
U058633,onboarding_v2,Control,2026-03-14,v1
U058634,onboarding_v2,Treatment,2026-02-26,v2
U058635,onboarding_v2,Treatment,2026-02-09,v2
U058636,onboarding_v2,Control,2026-03-03,v1
U058637,onboarding_v2,Treatment,2026-02-12,v2
U058638,onboarding_v2,Control,2026-03-29,v1
U058639,onboarding_v2,Treatment,2026-02-15,v2
U058640,onboarding_v2,Treatment,2026-03-13,v2
U058641,onboarding_v2,Treatment,2026-01-24,v2
U058642,onboarding_v2,Control,2026-01-24,v1
U058643,onboarding_v2,Control,2026-01-10,v1
U058644,onboarding_v2,Control,2026-03-09,v1
U058645,onboarding_v2,Control,2026-02-26,v1
U058646,onboarding_v2,Treatment,2026-02-13,v2
U058647,onboarding_v2,Treatment,2026-03-14,v2
U058648,onboarding_v2,Treatment,2026-03-16,v2
U058649,onboarding_v2,Treatment,2026-02-17,v2
U058650,onboarding_v2,Treatment,2026-03-18,v2
U058651,onboarding_v2,Control,2026-01-27,v1
U058652,onboarding_v2,Treatment,2026-01-30,v2
U058653,onboarding_v2,Treatment,2026-02-15,v2
U058654,onboarding_v2,Treatment,2026-01-12,v2
U058655,onboarding_v2,Treatment,2026-03-02,v2
U058656,onboarding_v2,Control,2026-01-19,v1
U058657,onboarding_v2,Control,2026-03-09,v1
U058658,onboarding_v2,Control,2026-02-23,v1
U058659,onboarding_v2,Control,2026-02-03,v1
U058660,onboarding_v2,Control,2026-03-28,v1
U058661,onboarding_v2,Treatment,2026-03-31,v2
U058662,onboarding_v2,Treatment,2026-01-07,v2
U058663,onboarding_v2,Treatment,2026-03-23,v2
U058664,onboarding_v2,Treatment,2026-02-11,v2
U058665,onboarding_v2,Treatment,2026-03-09,v2
U058666,onboarding_v2,Treatment,2026-02-22,v2
U058667,onboarding_v2,Treatment,2026-01-08,v2
U058668,onboarding_v2,Control,2026-01-22,v1
U058669,onboarding_v2,Treatment,2026-01-26,v2
U058670,onboarding_v2,Control,2026-03-18,v1
U058671,onboarding_v2,Treatment,2026-03-04,v2
U058672,onboarding_v2,Treatment,2026-02-15,v2
U058673,onboarding_v2,Treatment,2026-03-22,v2
U058674,onboarding_v2,Control,2026-02-13,v1
U058675,onboarding_v2,Treatment,2026-03-03,v2
U058676,onboarding_v2,Treatment,2026-02-05,v2
U058677,onboarding_v2,Control,2026-02-10,v1
U058678,onboarding_v2,Treatment,2026-03-20,v2
U058679,onboarding_v2,Treatment,2026-03-23,v2
U058680,onboarding_v2,Treatment,2026-01-27,v2
U058681,onboarding_v2,Control,2026-03-11,v1
U058682,onboarding_v2,Treatment,2026-02-10,v2
U058683,onboarding_v2,Treatment,2026-01-05,v2
U058684,onboarding_v2,Control,2026-02-26,v1
U058685,onboarding_v2,Control,2026-03-17,v1
U058686,onboarding_v2,Control,2026-01-29,v1
U058687,onboarding_v2,Control,2026-01-12,v1
U058688,onboarding_v2,Treatment,2026-01-25,v2
U058689,onboarding_v2,Treatment,2026-02-03,v2
U058690,onboarding_v2,Treatment,2026-03-16,v2
U058691,onboarding_v2,Control,2026-03-28,v1
U058692,onboarding_v2,Control,2026-01-24,v1
U058693,onboarding_v2,Treatment,2026-03-23,v2
U058694,onboarding_v2,Control,2026-03-04,v1
U058695,onboarding_v2,Treatment,2026-03-04,v2
U058696,onboarding_v2,Control,2026-01-10,v1
U058697,onboarding_v2,Treatment,2026-01-05,v2
U058698,onboarding_v2,Treatment,2026-03-30,v2
U058699,onboarding_v2,Treatment,2026-02-22,v2
U058700,onboarding_v2,Control,2026-03-22,v1
U058701,onboarding_v2,Treatment,2026-01-28,v2
U058702,onboarding_v2,Treatment,2026-03-06,v2
U058703,onboarding_v2,Treatment,2026-02-14,v2
U058704,onboarding_v2,Treatment,2026-03-07,v2
U058705,onboarding_v2,Treatment,2026-02-18,v2
U058706,onboarding_v2,Control,2026-02-09,v1
U058707,onboarding_v2,Treatment,2026-03-07,v2
U058708,onboarding_v2,Control,2026-01-08,v1
U058709,onboarding_v2,Treatment,2026-01-27,v2
U058710,onboarding_v2,Control,2026-01-18,v1
U058711,onboarding_v2,Control,2026-03-09,v1
U058712,onboarding_v2,Control,2026-02-13,v1
U058713,onboarding_v2,Control,2026-01-31,v1
U058714,onboarding_v2,Control,2026-01-05,v1
U058715,onboarding_v2,Treatment,2026-03-01,v2
U058716,onboarding_v2,Control,2026-03-30,v1
U058717,onboarding_v2,Treatment,2026-01-19,v2
U058718,onboarding_v2,Control,2026-02-11,v1
U058719,onboarding_v2,Control,2026-01-24,v1
U058720,onboarding_v2,Control,2026-03-18,v1
U058721,onboarding_v2,Control,2026-01-17,v1
U058722,onboarding_v2,Control,2026-02-27,v1
U058723,onboarding_v2,Treatment,2026-03-28,v2
U058724,onboarding_v2,Control,2026-02-18,v1
U058725,onboarding_v2,Treatment,2026-01-03,v2
U058726,onboarding_v2,Control,2026-03-18,v1
U058727,onboarding_v2,Treatment,2026-02-14,v2
U058728,onboarding_v2,Control,2026-02-04,v1
U058729,onboarding_v2,Control,2026-01-02,v1
U058730,onboarding_v2,Control,2026-02-16,v1
U058731,onboarding_v2,Treatment,2026-01-03,v2
U058732,onboarding_v2,Treatment,2026-01-29,v2
U058733,onboarding_v2,Control,2026-03-15,v1
U058734,onboarding_v2,Treatment,2026-01-20,v2
U058735,onboarding_v2,Control,2026-02-03,v1
U058736,onboarding_v2,Treatment,2026-03-20,v2
U058737,onboarding_v2,Treatment,2026-02-09,v2
U058738,onboarding_v2,Treatment,2026-03-06,v2
U058739,onboarding_v2,Control,2026-03-31,v1
U058740,onboarding_v2,Treatment,2026-03-04,v2
U058741,onboarding_v2,Treatment,2026-02-25,v2
U058742,onboarding_v2,Control,2026-02-01,v1
U058743,onboarding_v2,Control,2026-03-07,v1
U058744,onboarding_v2,Control,2026-02-10,v1
U058745,onboarding_v2,Treatment,2026-01-29,v2
U058746,onboarding_v2,Treatment,2026-03-25,v2
U058747,onboarding_v2,Treatment,2026-03-28,v2
U058748,onboarding_v2,Treatment,2026-02-20,v2
U058749,onboarding_v2,Control,2026-01-12,v1
U058750,onboarding_v2,Treatment,2026-02-13,v2
U058751,onboarding_v2,Treatment,2026-01-10,v2
U058752,onboarding_v2,Treatment,2026-03-24,v2
U058753,onboarding_v2,Treatment,2026-03-15,v2
U058754,onboarding_v2,Control,2026-03-24,v1
U058755,onboarding_v2,Treatment,2026-03-31,v2
U058756,onboarding_v2,Control,2026-03-29,v1
U058757,onboarding_v2,Control,2026-01-09,v1
U058758,onboarding_v2,Control,2026-01-29,v1
U058759,onboarding_v2,Treatment,2026-01-29,v2
U058760,onboarding_v2,Control,2026-03-02,v1
U058761,onboarding_v2,Control,2026-03-05,v1
U058762,onboarding_v2,Control,2026-01-03,v1
U058763,onboarding_v2,Treatment,2026-03-28,v2
U058764,onboarding_v2,Treatment,2026-01-04,v2
U058765,onboarding_v2,Control,2026-02-24,v1
U058766,onboarding_v2,Treatment,2026-01-14,v2
U058767,onboarding_v2,Control,2026-03-18,v1
U058768,onboarding_v2,Treatment,2026-01-28,v2
U058769,onboarding_v2,Control,2026-03-04,v1
U058770,onboarding_v2,Control,2026-02-08,v1
U058771,onboarding_v2,Control,2026-03-05,v1
U058772,onboarding_v2,Treatment,2026-03-01,v2
U058773,onboarding_v2,Treatment,2026-01-20,v2
U058774,onboarding_v2,Control,2026-01-28,v1
U058775,onboarding_v2,Treatment,2026-01-14,v2
U058776,onboarding_v2,Treatment,2026-03-18,v2
U058777,onboarding_v2,Treatment,2026-03-16,v2
U058778,onboarding_v2,Control,2026-02-27,v1
U058779,onboarding_v2,Treatment,2026-02-08,v2
U058780,onboarding_v2,Treatment,2026-02-27,v2
U058781,onboarding_v2,Treatment,2026-01-15,v2
U058782,onboarding_v2,Control,2026-03-14,v1
U058783,onboarding_v2,Control,2026-01-03,v1
U058784,onboarding_v2,Control,2026-01-05,v1
U058785,onboarding_v2,Control,2026-02-11,v1
U058786,onboarding_v2,Treatment,2026-01-15,v2
U058787,onboarding_v2,Treatment,2026-01-03,v2
U058788,onboarding_v2,Treatment,2026-02-04,v2
U058789,onboarding_v2,Control,2026-01-07,v1
U058790,onboarding_v2,Treatment,2026-01-25,v2
U058791,onboarding_v2,Treatment,2026-01-31,v2
U058792,onboarding_v2,Treatment,2026-03-19,v2
U058793,onboarding_v2,Treatment,2026-03-21,v2
U058794,onboarding_v2,Control,2026-01-04,v1
U058795,onboarding_v2,Control,2026-01-03,v1
U058796,onboarding_v2,Control,2026-01-09,v1
U058797,onboarding_v2,Control,2026-03-10,v1
U058798,onboarding_v2,Control,2026-03-24,v1
U058799,onboarding_v2,Control,2026-03-29,v1
U058800,onboarding_v2,Control,2026-03-01,v1
U058801,onboarding_v2,Treatment,2026-01-11,v2
U058802,onboarding_v2,Control,2026-03-20,v1
U058803,onboarding_v2,Treatment,2026-02-05,v2
U058804,onboarding_v2,Control,2026-03-13,v1
U058805,onboarding_v2,Control,2026-01-03,v1
U058806,onboarding_v2,Control,2026-02-19,v1
U058807,onboarding_v2,Treatment,2026-01-03,v2
U058808,onboarding_v2,Control,2026-03-08,v1
U058809,onboarding_v2,Treatment,2026-03-26,v2
U058810,onboarding_v2,Treatment,2026-03-03,v2
U058811,onboarding_v2,Control,2026-03-17,v1
U058812,onboarding_v2,Treatment,2026-01-14,v2
U058813,onboarding_v2,Treatment,2026-01-23,v2
U058814,onboarding_v2,Control,2026-03-18,v1
U058815,onboarding_v2,Control,2026-01-16,v1
U058816,onboarding_v2,Treatment,2026-03-22,v2
U058817,onboarding_v2,Control,2026-01-18,v1
U058818,onboarding_v2,Control,2026-01-13,v1
U058819,onboarding_v2,Treatment,2026-02-25,v2
U058820,onboarding_v2,Control,2026-03-31,v1
U058821,onboarding_v2,Control,2026-02-14,v1
U058822,onboarding_v2,Control,2026-02-09,v1
U058823,onboarding_v2,Control,2026-01-31,v1
U058824,onboarding_v2,Control,2026-03-22,v1
U058825,onboarding_v2,Control,2026-02-01,v1
U058826,onboarding_v2,Treatment,2026-01-01,v2
U058827,onboarding_v2,Treatment,2026-02-04,v2
U058828,onboarding_v2,Control,2026-02-05,v1
U058829,onboarding_v2,Control,2026-03-24,v1
U058830,onboarding_v2,Treatment,2026-03-07,v2
U058831,onboarding_v2,Control,2026-01-29,v1
U058832,onboarding_v2,Treatment,2026-02-12,v2
U058833,onboarding_v2,Control,2026-01-29,v1
U058834,onboarding_v2,Control,2026-02-12,v1
U058835,onboarding_v2,Treatment,2026-01-19,v2
U058836,onboarding_v2,Control,2026-03-05,v1
U058837,onboarding_v2,Control,2026-01-31,v1
U058838,onboarding_v2,Control,2026-01-19,v1
U058839,onboarding_v2,Control,2026-01-29,v1
U058840,onboarding_v2,Control,2026-03-14,v1
U058841,onboarding_v2,Treatment,2026-01-07,v2
U058842,onboarding_v2,Control,2026-02-27,v1
U058843,onboarding_v2,Control,2026-03-17,v1
U058844,onboarding_v2,Control,2026-03-01,v1
U058845,onboarding_v2,Treatment,2026-02-20,v2
U058846,onboarding_v2,Control,2026-03-23,v1
U058847,onboarding_v2,Treatment,2026-02-19,v2
U058848,onboarding_v2,Treatment,2026-01-21,v2
U058849,onboarding_v2,Control,2026-01-09,v1
U058850,onboarding_v2,Treatment,2026-02-03,v2
U058851,onboarding_v2,Treatment,2026-02-03,v2
U058852,onboarding_v2,Control,2026-02-16,v1
U058853,onboarding_v2,Treatment,2026-01-24,v2
U058854,onboarding_v2,Treatment,2026-03-21,v2
U058855,onboarding_v2,Control,2026-01-28,v1
U058856,onboarding_v2,Treatment,2026-02-15,v2
U058857,onboarding_v2,Control,2026-02-20,v1
U058858,onboarding_v2,Treatment,2026-01-06,v2
U058859,onboarding_v2,Treatment,2026-03-04,v2
U058860,onboarding_v2,Treatment,2026-02-22,v2
U058861,onboarding_v2,Control,2026-03-05,v1
U058862,onboarding_v2,Control,2026-02-21,v1
U058863,onboarding_v2,Treatment,2026-03-01,v2
U058864,onboarding_v2,Control,2026-02-10,v1
U058865,onboarding_v2,Control,2026-01-11,v1
U058866,onboarding_v2,Control,2026-01-04,v1
U058867,onboarding_v2,Control,2026-01-14,v1
U058868,onboarding_v2,Treatment,2026-01-13,v2
U058869,onboarding_v2,Control,2026-01-15,v1
U058870,onboarding_v2,Control,2026-01-08,v1
U058871,onboarding_v2,Treatment,2026-03-29,v2
U058872,onboarding_v2,Treatment,2026-01-11,v2
U058873,onboarding_v2,Control,2026-03-30,v1
U058874,onboarding_v2,Control,2026-01-23,v1
U058875,onboarding_v2,Control,2026-01-07,v1
U058876,onboarding_v2,Treatment,2026-03-10,v2
U058877,onboarding_v2,Control,2026-02-01,v1
U058878,onboarding_v2,Control,2026-02-13,v1
U058879,onboarding_v2,Control,2026-01-03,v1
U058880,onboarding_v2,Treatment,2026-02-13,v2
U058881,onboarding_v2,Treatment,2026-03-10,v2
U058882,onboarding_v2,Treatment,2026-02-20,v2
U058883,onboarding_v2,Treatment,2026-03-02,v2
U058884,onboarding_v2,Control,2026-02-20,v1
U058885,onboarding_v2,Control,2026-02-02,v1
U058886,onboarding_v2,Control,2026-01-20,v1
U058887,onboarding_v2,Control,2026-01-30,v1
U058888,onboarding_v2,Control,2026-02-13,v1
U058889,onboarding_v2,Control,2026-03-27,v1
U058890,onboarding_v2,Control,2026-03-27,v1
U058891,onboarding_v2,Control,2026-01-29,v1
U058892,onboarding_v2,Control,2026-01-21,v1
U058893,onboarding_v2,Treatment,2026-03-23,v2
U058894,onboarding_v2,Treatment,2026-02-22,v2
U058895,onboarding_v2,Control,2026-01-11,v1
U058896,onboarding_v2,Treatment,2026-01-10,v2
U058897,onboarding_v2,Control,2026-02-04,v1
U058898,onboarding_v2,Treatment,2026-01-26,v2
U058899,onboarding_v2,Control,2026-02-13,v1
U058900,onboarding_v2,Control,2026-01-04,v1
U058901,onboarding_v2,Control,2026-03-15,v1
U058902,onboarding_v2,Control,2026-02-26,v1
U058903,onboarding_v2,Control,2026-02-08,v1
U058904,onboarding_v2,Treatment,2026-03-21,v2
U058905,onboarding_v2,Treatment,2026-02-10,v2
U058906,onboarding_v2,Treatment,2026-03-08,v2
U058907,onboarding_v2,Treatment,2026-03-30,v2
U058908,onboarding_v2,Control,2026-02-05,v1
U058909,onboarding_v2,Control,2026-01-04,v1
U058910,onboarding_v2,Treatment,2026-03-15,v2
U058911,onboarding_v2,Control,2026-01-13,v1
U058912,onboarding_v2,Treatment,2026-03-11,v2
U058913,onboarding_v2,Control,2026-01-07,v1
U058914,onboarding_v2,Control,2026-01-28,v1
U058915,onboarding_v2,Control,2026-03-01,v1
U058916,onboarding_v2,Control,2026-02-06,v1
U058917,onboarding_v2,Treatment,2026-01-15,v2
U058918,onboarding_v2,Treatment,2026-01-30,v2
U058919,onboarding_v2,Treatment,2026-03-15,v2
U058920,onboarding_v2,Treatment,2026-01-12,v2
U058921,onboarding_v2,Treatment,2026-03-22,v2
U058922,onboarding_v2,Control,2026-01-30,v1
U058923,onboarding_v2,Control,2026-01-01,v1
U058924,onboarding_v2,Treatment,2026-02-05,v2
U058925,onboarding_v2,Treatment,2026-03-29,v2
U058926,onboarding_v2,Control,2026-01-21,v1
U058927,onboarding_v2,Treatment,2026-02-01,v2
U058928,onboarding_v2,Control,2026-03-04,v1
U058929,onboarding_v2,Control,2026-03-23,v1
U058930,onboarding_v2,Treatment,2026-01-13,v2
U058931,onboarding_v2,Treatment,2026-02-06,v2
U058932,onboarding_v2,Treatment,2026-02-13,v2
U058933,onboarding_v2,Treatment,2026-01-21,v2
U058934,onboarding_v2,Treatment,2026-01-18,v2
U058935,onboarding_v2,Treatment,2026-02-15,v2
U058936,onboarding_v2,Control,2026-02-16,v1
U058937,onboarding_v2,Treatment,2026-01-26,v2
U058938,onboarding_v2,Control,2026-01-05,v1
U058939,onboarding_v2,Treatment,2026-01-05,v2
U058940,onboarding_v2,Treatment,2026-01-31,v2
U058941,onboarding_v2,Control,2026-01-28,v1
U058942,onboarding_v2,Treatment,2026-03-18,v2
U058943,onboarding_v2,Control,2026-03-16,v1
U058944,onboarding_v2,Treatment,2026-03-06,v2
U058945,onboarding_v2,Treatment,2026-03-29,v2
U058946,onboarding_v2,Treatment,2026-01-13,v2
U058947,onboarding_v2,Control,2026-01-18,v1
U058948,onboarding_v2,Control,2026-01-24,v1
U058949,onboarding_v2,Treatment,2026-01-29,v2
U058950,onboarding_v2,Control,2026-01-28,v1
U058951,onboarding_v2,Treatment,2026-02-14,v2
U058952,onboarding_v2,Control,2026-03-27,v1
U058953,onboarding_v2,Treatment,2026-03-25,v2
U058954,onboarding_v2,Control,2026-01-11,v1
U058955,onboarding_v2,Control,2026-02-20,v1
U058956,onboarding_v2,Treatment,2026-02-28,v2
U058957,onboarding_v2,Treatment,2026-03-25,v2
U058958,onboarding_v2,Control,2026-01-13,v1
U058959,onboarding_v2,Control,2026-02-16,v1
U058960,onboarding_v2,Treatment,2026-03-29,v2
U058961,onboarding_v2,Treatment,2026-02-12,v2
U058962,onboarding_v2,Control,2026-01-24,v1
U058963,onboarding_v2,Control,2026-02-17,v1
U058964,onboarding_v2,Control,2026-03-04,v1
U058965,onboarding_v2,Control,2026-01-17,v1
U058966,onboarding_v2,Control,2026-03-10,v1
U058967,onboarding_v2,Control,2026-02-23,v1
U058968,onboarding_v2,Control,2026-01-14,v1
U058969,onboarding_v2,Treatment,2026-01-15,v2
U058970,onboarding_v2,Treatment,2026-03-14,v2
U058971,onboarding_v2,Control,2026-03-19,v1
U058972,onboarding_v2,Treatment,2026-01-10,v2
U058973,onboarding_v2,Treatment,2026-01-22,v2
U058974,onboarding_v2,Treatment,2026-01-13,v2
U058975,onboarding_v2,Control,2026-03-22,v1
U058976,onboarding_v2,Treatment,2026-03-06,v2
U058977,onboarding_v2,Treatment,2026-01-14,v2
U058978,onboarding_v2,Control,2026-02-13,v1
U058979,onboarding_v2,Treatment,2026-02-08,v2
U058980,onboarding_v2,Treatment,2026-02-04,v2
U058981,onboarding_v2,Control,2026-03-06,v1
U058982,onboarding_v2,Treatment,2026-01-27,v2
U058983,onboarding_v2,Control,2026-02-14,v1
U058984,onboarding_v2,Control,2026-02-26,v1
